questions,option_A,option_B,option_C,option_D,correct_answer,option_E,source_file,source_folder,year,question,answer_llm,model_basename
"Varón de 45 años, obeso y con diabetes mellitus no controlada, acude al servicio de urgencias por una gangrena de 
Fournier. Examen: PA: 120/60 mmHg, FC: 86X', FR: 24X'. Región anorectal: celulitis con edema y necrosis marcada con 
afectación del esfínter anal externo. ¿Qué tipo de colostomía es la más indicada?",En caño de escopeta,Bocas separadas por piel,En asa derecha,En asa izquierda,D,Ninguna de las anteriores,Prueba A,Year2025,2025,"Varón de 45 años, obeso y con diabetes mellitus no controlada, acude al servicio de urgencias por una gangrena de 
Fournier. Examen: PA: 120/60 mmHg, FC: 86X', FR: 24X'. Región anorectal: celulitis con edema y necrosis marcada con 
afectación del esfínter anal externo. ¿Qué tipo de colostomía es la más indicada? A) En caño de escopeta B) Bocas separadas por piel C) En asa derecha D) En asa izquierda E) Ninguna de las anteriores","Para determinar la mejor opción para la colostomía en este paciente, debemos considerar varios factores. El paciente es varón, tiene 45 años, es obeso y tiene diabetes mellitus no controlada. Presenta gangrena de Fournier, lo que indica una infección severa en la región anorectal con necrosis y afectación del esfínter anal externo.  La elección de la técnica de colostomía depende de la localización y extensión de la lesión, así como de la función del esfínter anal. En este caso, la necrosis del esfínter anal externo sugiere que la función anal no estará disponible, lo que requiere una colostomía permanentemente.  La colostomía en caño de escopeta (opción A) es una técnica en la que el intestino se dirige a través de una abertura en el abdomen y sale a través de una pieza de tubo de plástico flexible. Esta técnica es útil cuando se necesita una salida permanente del intestino y no se espera recuperación de la función anal.  La colost",JSL-MedLlama-3-8B-v2.0
"Varón de 74 años con EPOC moderado (FEV1 50%), acude por disnea marcada, tos con esputo mucoso y tendencia a 
la somnolencia. Examen: PA: 110/70 mmHg, FC: 92X', FR: 28X'; SatO2: 87%, FiO2: 21%; pulmones: tirajes, roncantes 
bibasales; neurológico: somnoliento y por momentos agitado. Laboratorio: pH: 7.29, PCO2: 55 mmHg, PO2: 62 mmHg. 
¿Cuál es el hallazgo más importante para manejo intrahospitalario?",Acidosis respiratoria,Neumonía atípica,Delirio hiperactivo,Insuficiencia cardíaca,A,Ninguna de las anteriores,Prueba A,Year2025,2025,"Varón de 74 años con EPOC moderado (FEV1 50%), acude por disnea marcada, tos con esputo mucoso y tendencia a 
la somnolencia. Examen: PA: 110/70 mmHg, FC: 92X', FR: 28X'; SatO2: 87%, FiO2: 21%; pulmones: tirajes, roncantes 
bibasales; neurológico: somnoliento y por momentos agitado. Laboratorio: pH: 7.29, PCO2: 55 mmHg, PO2: 62 mmHg. 
¿Cuál es el hallazgo más importante para manejo intrahospitalario? A) Acidosis respiratoria B) Neumonía atípica C) Delirio hiperactivo D) Insuficiencia cardíaca E) Ninguna de las anteriores","Respuesta final: A) Acidosis respiratoria. The patient's symptoms and examination findings, including dyspnea, cough with mucous sputum, and tendency to somnolence, along with the laboratory results showing a low pH and elevated PCO2, are indicative of respiratory acidosis. This is the most important finding for in-hospital management. The patient's FEV1 of 50% suggests underlying chronic obstructive pulmonary disease (COPD), which can lead to respiratory acidosis due to impaired ventilation. The presence of tirajes and roncantes bibasales on lung examination further supports the diagnosis of respiratory acidosis. The patient's somnolence and agitation may be related to the acidotic state, which can affect neurological function. Therefore, addressing the respiratory acidosis is crucial for the patient's in-hospital management. The other options, such as atypical pneumonia, hyperactive delirium, and heart failure, are less likely given the clinical presentation and laboratory findings.",JSL-MedLlama-3-8B-v2.0
"Varón de 25 años post laparotomía por apendicitis complicada y peritonitis generalizada; al cuarto día posoperatorio 
presenta distensión abdominal, náusea y vómitos. Examen: abdomen distendido y doloroso, RHA: ausentes, SNG: 1000 
ml de líquido verdoso. Electrolitos normales. ¿Cuál es el diagnóstico más probable?",Perforación intestinal,Obstrucción por bridas,Íleo paralítico,Síndrome de Ogilvie,C,Ninguna de las anteriores,Prueba A,Year2025,2025,"Varón de 25 años post laparotomía por apendicitis complicada y peritonitis generalizada; al cuarto día posoperatorio 
presenta distensión abdominal, náusea y vómitos. Examen: abdomen distendido y doloroso, RHA: ausentes, SNG: 1000 
ml de líquido verdoso. Electrolitos normales. ¿Cuál es el diagnóstico más probable? A) Perforación intestinal B) Obstrucción por bridas C) Íleo paralítico D) Síndrome de Ogilvie E) Ninguna de las anteriores","Resumen de la información: El paciente es un varón de 25 años que ha sufrido una laparotomía por apendicitis complicada y peritonitis generalizada. Cuatro días después de la operación, presenta distensión abdominal, náusea y vómitos. El examen físico revela un abdomen distendido y doloroso, ausencia de ruidos de hígado y ausencia de signos de neumotórax. Los electrolitos están dentro de los límites normales. El líquido que se ha recogido en la puntada subneural es verdoso.  Respuesta final: D) Síndrome de Ogilvie  El diagnóstico más probable es el Síndrome de Ogilvie, que se caracteriza por la distensión abdominal, dolor abdominal, náusea y vómitos, ausencia de ruidos de hígado y ausencia de signos de neumotórax, y líquido verdoso en la puntada subneural, sin alteraciones electrolíticas. El Síndrome de Ogilvie es una causa común de abdomen ag",JSL-MedLlama-3-8B-v2.0
"Según la norma técnica peruana para el manejo de la anemia en lactantes; si la suspensión del suplemento de hierro es 
mayor a 3 meses, debe...",continuar el tratamiento hasta los dos años.,continuar el tratamiento por 6 meses.,reiniciar la indicación hasta completar el esquema previamente indicado.,"iniciar un nuevo esquema, previa evaluación de hemoglobina.",D,Ninguna de las anteriores,Prueba A,Year2025,2025,"Según la norma técnica peruana para el manejo de la anemia en lactantes; si la suspensión del suplemento de hierro es 
mayor a 3 meses, debe... A) continuar el tratamiento hasta los dos años. B) continuar el tratamiento por 6 meses. C) reiniciar la indicación hasta completar el esquema previamente indicado. D) iniciar un nuevo esquema, previa evaluación de hemoglobina. E) Ninguna de las anteriores",Respuesta final: A) continuar el tratamiento hasta los dos años.,JSL-MedLlama-3-8B-v2.0
"Varón de 80 años, hace 2 semanas presenta cefalea, náusea, vómito y luego se agrega somnolencia y convulsiones. 
Tomografía cerebral signos de atrofia cortical. Punción lumbar: leucocitos 200/µL, hipoglucorraquia y presencia de 
bacilos gram positivos. ¿Cuál es el tratamiento de elección?",Oxacilina,Ceftriaxona,Ampicilina,Aciclovir,C,Ninguna de las anteriores,Prueba A,Year2025,2025,"Varón de 80 años, hace 2 semanas presenta cefalea, náusea, vómito y luego se agrega somnolencia y convulsiones. 
Tomografía cerebral signos de atrofia cortical. Punción lumbar: leucocitos 200/µL, hipoglucorraquia y presencia de 
bacilos gram positivos. ¿Cuál es el tratamiento de elección? A) Oxacilina B) Ceftriaxona C) Ampicilina D) Aciclovir E) Ninguna de las anteriores","Resumen de la información: Paciente varón de 80 años con cefalea, náusea, vómito, somnolencia y convulsiones. Tomografía cerebral muestra atrofia cortical. Punción lumbar revela leucocitos 200/µL, hipoglucorraquia y presencia de bacilos gram positivos.  Respuesta final: C) Ampicilina  The patient is an 80-year-old man presenting with headache, nausea, vomiting, drowsiness, and seizures. A CT scan shows cortical atrophy. A lumbar puncture reveals 200 white blood cells/µL, hypoglycorrhachia, and the presence of gram-positive bacilli. The treatment of choice is Ampicilina.  The patient is presenting with signs of meningitis, which is an infection of the meninges, the protective membranes covering the brain and spinal cord. The presence of gram-positive bacilli in the cerebrospinal fluid (CSF) suggests a bacterial infection. Ampicilina is a broad-spectrum antibiotic effective against many gram-positive bacteria, making it the treatment of choice for this patient's suspected bacterial meningitis.  Other options, such",JSL-MedLlama-3-8B-v2.0
"Mujer de 21 años, solicita información sobre screening para cáncer de cuello uterino; que no manifiesta sus antecedentes 
sexuales. ¿Cuál es la indicación?",Observación,Test de Cobas,Prueba conjunta,Citología cervical,D,Ninguna de las anteriores,Prueba A,Year2025,2025,"Mujer de 21 años, solicita información sobre screening para cáncer de cuello uterino; que no manifiesta sus antecedentes 
sexuales. ¿Cuál es la indicación? A) Observación B) Test de Cobas C) Prueba conjunta D) Citología cervical E) Ninguna de las anteriores","Respuesta final: D) Citología cervical. The correct answer is D) Citología cervical because it is the standard screening test for cervical cancer in women, especially in those who are sexually active or have a history of sexual activity. The other options are not appropriate for this scenario. A) Observación is not a specific test for cervical cancer. B) Test de Cobas is not commonly used for cervical cancer screening. C) Prueba conjunta could refer to a combination of tests, but it is not a standard screening test for cervical cancer. E) Ninguna de las anteriores is not a valid option as one of the options must be chosen. The correct answer is D) Citología cervical.",JSL-MedLlama-3-8B-v2.0
"Primigesta de 32 semanas por ecografía del primer trimestre; acude a control prenatal asintomática. Examen:  AU: 27 
cm,  SPP: LCI, LCF: 142X´. Ecografía: gestación única activa con ponderado fetal en percentil 2 y doppler fetal normal. 
¿Cuál es el diagnóstico más probable?",Error en la edad gestacional,Restricción en el crecimiento intrauterino,Crecimiento adecuado para la edad gestacional,Pequeño para la edad gestacional,B,Ninguna de las anteriores,Prueba A,Year2025,2025,"Primigesta de 32 semanas por ecografía del primer trimestre; acude a control prenatal asintomática. Examen:  AU: 27 
cm,  SPP: LCI, LCF: 142X´. Ecografía: gestación única activa con ponderado fetal en percentil 2 y doppler fetal normal. 
¿Cuál es el diagnóstico más probable? A) Error en la edad gestacional B) Restricción en el crecimiento intrauterino C) Crecimiento adecuado para la edad gestacional D) Pequeño para la edad gestacional E) Ninguna de las anteriores","Resumen de la información: La paciente es una primigesta de 32 semanas de gestación según la ecografía del primer trimestre. En el control prenatal actual, presenta un tamaño uterino de 27 cm, lo que indica un crecimiento adecuado. La ecografía muestra una gestación única activa con un peso fetal ponderado en el percentil 2, lo que indica un crecimiento normal. El doppler fetal también está normal.  Diagnóstico más probable: C) Crecimiento adecuado para la edad gestacional. La paciente tiene un tamaño uterino adecuado para su edad gestacional y un peso fetal ponderado en el percentil 2, lo que indica un crecimiento normal. No hay indicios de restricción en el crecimiento intrauterino, ni de pequeñez para la edad gestacional. El doppler fetal normal también apoya el diagnóstico de crecimiento adecuado.  Respuesta final: C) Crecimiento adecuado para la edad gestacional.",JSL-MedLlama-3-8B-v2.0
"Mujer de 42 años, acude a emergencia por dolor torácico y palpitaciones luego de consumo de cocaína. Examen: PA: 
110/70 mmHg, FC: 135X', FR: 23X', T°: 36.5 °C, SatO2: 97%. ¿Cuál es el diagnóstico más probable?",Taquicardia nodal,Taquicardia supraventricular,Taquicardia sinusal,Taquicardia auricular,C,Ninguna de las anteriores,Prueba A,Year2025,2025,"Mujer de 42 años, acude a emergencia por dolor torácico y palpitaciones luego de consumo de cocaína. Examen: PA: 
110/70 mmHg, FC: 135X', FR: 23X', T°: 36.5 °C, SatO2: 97%. ¿Cuál es el diagnóstico más probable? A) Taquicardia nodal B) Taquicardia supraventricular C) Taquicardia sinusal D) Taquicardia auricular E) Ninguna de las anteriores","Resumen de la información: La paciente de 42 años acude a emergencia con dolor torácico y palpitaciones después de consumir cocaína. Los resultados del examen son: PA: 110/70 mmHg, FC: 135X, FR: 23X, T°: 36.5 °C, SatO2: 97%.  Diagnóstico más probable: La taquicardia sinusal es el diagnóstico más probable.  Respuesta final: C) Taquicardia sinusal.  Nota: No se incluye el razonamiento paso a paso en la respuesta. Solo se escribe la respuesta final.  El razonamiento paso a paso es: La taquicardia sinusal es la taquicardia más común y se caracteriza por un ritmo regular y constante. Los síntomas de dolor torácico y palpitaciones pueden ser causados por la taquicardia sinusal. El examen muestra una frecuencia cardíaca elevada (135X) y una presión arterial normal (110/70 mmHg), lo que es consistente con la taquicardia",JSL-MedLlama-3-8B-v2.0
"Tercigesta de 33 semanas, cesareada anterior dos veces; acude por sangrado vaginal indoloro. Examen: AU: 30 cm, 
SPP: LCD, LCF 144X'. Ecografía obstétrica: gestación única activa con ponderado fetal en percentil 60. Placenta cubre 
la totalidad del OCI y presenta ademas lagunas vasculares, adelgazamiento miometrio retroplacentario y vasos puente. 
¿Cuál es el diagnóstico más probable?",Rotura uterina,Espectro de acretismo placentario,Hematoma retroplacentario,Rotura de vasa previa,B,Ninguna de las anteriores,Prueba A,Year2025,2025,"Tercigesta de 33 semanas, cesareada anterior dos veces; acude por sangrado vaginal indoloro. Examen: AU: 30 cm, 
SPP: LCD, LCF 144X'. Ecografía obstétrica: gestación única activa con ponderado fetal en percentil 60. Placenta cubre 
la totalidad del OCI y presenta ademas lagunas vasculares, adelgazamiento miometrio retroplacentario y vasos puente. 
¿Cuál es el diagnóstico más probable? A) Rotura uterina B) Espectro de acretismo placentario C) Hematoma retroplacentario D) Rotura de vasa previa E) Ninguna de las anteriores",Respuesta final: B) Espectro de acretismo placentario,JSL-MedLlama-3-8B-v2.0
"Mujer de 38 años, acude por cefalea y convulsiones tónico clónicas generalizadas de larga data. Resonancia cerebral 
informa dos quistes parenquimatosos compatibles con neurocisticercosis. ¿Cuál es el tratamiento de elección?",Albendazol y Praziquantel,Praziquantel,Prednisona,Albendazol,D,Ninguna de las anteriores,Prueba A,Year2025,2025,"Mujer de 38 años, acude por cefalea y convulsiones tónico clónicas generalizadas de larga data. Resonancia cerebral 
informa dos quistes parenquimatosos compatibles con neurocisticercosis. ¿Cuál es el tratamiento de elección? A) Albendazol y Praziquantel B) Praziquantel C) Prednisona D) Albendazol E) Ninguna de las anteriores","Respuesta final: A) Albendazol y Praziquantel. The treatment of choice for neurocysticercosis with parenchymal brain lesions is a combination of albendazole and praziquantel. Albendazole is effective against the larval stage of the parasite, while praziquantel is effective against the adult stage. This combination has been shown to be more effective than either drug alone in treating neurocysticercosis. Prednisone is not typically used as a first-line treatment for neurocysticercosis, but may be used in some cases to reduce inflammation. Praziquantel alone is not the treatment of choice for neurocysticercosis with parenchymal brain lesions, as it is not as effective as the combination of albendazole and praziquantel. Albendazole alone is also not the treatment of choice, as it is not as effective as the combination therapy. Therefore, the answer is A) Albendazol y Praziquantel.",JSL-MedLlama-3-8B-v2.0
"Mujer de 19 años, acude por sensación de miedo, sudoración, palpitaciones, dolor torácico y sensación de temor; refiere 
que desde hace más de un mes presenta este episodio y le preocupa mucho. ¿Cuál es el trastorno más probable?",De ansiedad generalizada,De angustia,Obsesivo compulsivo,Fóbico,B,Ninguna de las anteriores,Prueba A,Year2025,2025,"Mujer de 19 años, acude por sensación de miedo, sudoración, palpitaciones, dolor torácico y sensación de temor; refiere 
que desde hace más de un mes presenta este episodio y le preocupa mucho. ¿Cuál es el trastorno más probable? A) De ansiedad generalizada B) De angustia C) Obsesivo compulsivo D) Fóbico E) Ninguna de las anteriores","Respuesta final: A) De ansiedad generalizada. The patient's symptoms of fear, sweating, palpitations, chest pain, and fearfulness for over a month suggest generalized anxiety disorder. The patient's description of the symptoms and their duration align with the diagnostic criteria for generalized anxiety disorder. Other options such as panic disorder, obsessive-compulsive disorder, and specific phobia may present with similar symptoms, but the chronic nature of the symptoms points more towards generalized anxiety disorder.",JSL-MedLlama-3-8B-v2.0
